SIGLA;DESCRICAO;NIVEL ENSINO;CH HORA RELOGIO;CH HORA AULA;CH QTD CREDITOS;ATIVO;SIGLA QACADEMICO;OBSERVACAO
ESA.0050;Instalações Hidrosanitárias (60h);Graduação;60;80;4;Sim;-;-
CIV.0027;Instalações Hidrossanitárias (60h);Graduação;60;80;4;Sim;-;-
TEC.0440;Instalações Hidrossanitárias e de Gás(90H);Graduação;90;120;6;Sim;TEC.102.0008;Curso 01102
TEC.1142;Instrumentação e Instalações Industriais;Graduação;60;80;4;Sim;-;-
ENG.0098;Instrumentação Eletrônica;Graduação;90;120;6;Sim;-;-
ENG.0052;Instrumentação Industrial;Graduação;30;40;2;Sim;-;-
TEC.1196;Instrumentação Industrial;Graduação;30;40;2;Sim;-;P.qui
LIC.0212;Instrumentação Laboratorial;Graduação;60;80;4;Sim;LIC.601.0046;Curso 601
LIC.0812;Instrumentação para o Ensino de Química I(30H);Graduação;30;40;2;Sim;DIA/CN.032;-
LIC.0818;Instrumentação para o Ensino de Química II(30H);Graduação;30;40;2;Sim;DIA/CN.033;-
LIC.0820;Instrumentação para o Ensino de Química III(30H);Graduação;30;40;2;Sim;DIA/CN.034;-
LIC.1016;Inteligência Artificial;Graduação;60;80;4;Sim;-;-
LIC.0453;Interação Humano-Computador;Graduação;60;80;4;Sim;LIC.411.0012;Curso 05411
LIC.0695;Interação Humano-Computador(60H);Graduação;60;80;4;Sim;SUP.232;-
TEC.0270;Interconexão de Redes(60H);Graduação;60;80;4;Sim;INF.S073;405x
TEC.0890;Interface Homem-Máquina;Graduação;60;80;4;Sim;INF.S027;Curso 404X
TEC.0018;Interface Humano-Computador (Curso 404);Graduação;60;80;4;Sim;TEC.404.0006;Curso 404
TEC.0102;Introdução à Administração (Curso 502);Graduação;60;80;4;Sim;TEC.502.0004;-
LIC.0586;Introdução À Algebra Linear;Graduação;60;80;4;Sim;SUP.133;Curso 01430x
LIC.0754;Introdução à Álgebra linear I;Graduação;60;80;4;Sim;-;Cursio 710
LIC.0116;Introdução à Álgebra Linear I(60H);Graduação;60;80;4;Sim;LIC.430.0010;Curso 01430
LIC.1121;Introdução à Álgebra Linear II;Graduação;60;80;4;Sim;-;Curso 710
LIC.0139;Introdução a Álgebra Linear II(60H);Graduação;60;80;4;Sim;LIC.430.0023;Curso 01430
TEC.1042;Introdução à Análise de Conjuntura Econômica (30h);Graduação;30;40;2;Sim;-;-
LIC.0609;Introdução à Análise Matemática;Graduação;75;100;5;Sim;SUP.134;Curso 01430x
LIC.0129;Introdução à Análise Matemática(90H);Graduação;90;120;6;Sim;LIC.430.0016;Curso 01430
LIC.0909;Introdução à Análise Real;Graduação;60;80;4;Sim;-;-
LIC.0213;Introdução à Biofísica;Graduação;60;80;4;Sim;LIC.601.0047;Curso 601
TEC.0206;Introdução à Economia;Graduação;60;80;4;Sim;DAGESC.001;502.0
TEC.0891;Introdução à Economia;Graduação;45;60;3;Sim;INF.S035;Curso 404X
ENG.0090;Introdução à Economia;Graduação;60;80;4;Sim;-;-
TEC.0103;Introdução à Economia (Curso 502);Graduação;60;80;4;Sim;TEC.502.0005;-
TEC.0053;Introdução à Economia (NCT);Graduação;60;80;4;Sim;TEC.436.0009;-
LIC.0759;Introdução à Educação Matemática;Graduação;30;40;2;Sim;-;Curso 710
ENG.0001;Introdução à Engenharia;Graduação;30;40;2;Sim;-;-
CIV.0001;Introdução à Engenharia Civil (30);Graduação;30;40;2;Sim;-;-
ENG.0155;Introdução à Engenharia de Produção;Graduação;30;40;2;Sim;-;-
ESA.0002;Introdução à Engenharia Sanitária e Ambiental (30h);Graduação;30;40;2;Sim;-;-
LIC.0124;Introdução a Equações Diferenciais Ordinárias(60H);Graduação;60;80;4;Sim;LIC.430.0015;Curso 01430
LIC.0218;Introdução à Filosofia;Graduação;60;80;4;Sim;LIC.NEp.0008;-
TEC.1047;Introdução à Finanças e à Contabilidade (60h);Graduação;60;80;4;Sim;-;-
LIC.1122;Introdução à Física;Graduação;30;40;2;Sim;-;-
LIC.1145;Introdução à Física de Partículas;Graduação;60;80;4;Sim;-;-
LIC.0196;Introdução à Física Nuclear;Graduação;60;80;4;Sim;LIC.601.0044;Curso 601
LIC.0770;Introdução à Geografia;Graduação;60;80;4;Sim;-;Curso 710
ENG.0154;Introdução à Gestão;Graduação;30;40;2;Sim;-;-
TEC.1043;Introdução à Gestão de Negócios (30h);Graduação;30;40;2;Sim;-;-
ESA.0040;Introdução à Gestão Pública (60h);Graduação;60;80;4;Sim;-;-
TEC.0045;Introdução à Gestão Pública (NCT);Graduação;60;80;4;Sim;TEC.436.0001;-
TEC.0708;Introdução à Informática;Graduação;30;40;2;Sim;TEC.NCT.UB.0070;-
TEC.1020;Introdução à Lógica e Programação;Graduação;90;120;6;Sim;-;-
LIC.0625;Introdução à Mídia Educacional;Graduação;60;80;4;Sim;FOR.L028;Curso 602x
LIC.0758;Introdução ao Cálculo I;Graduação;60;80;4;Sim;-;Curso 710
LIC.0765;Introdução ao Cálculo II;Graduação;60;80;4;Sim;-;Curso 710
TEC.0207;Introdução ao Comércio Exterior;Graduação;40;53;2;Sim;DAGESC.002;502.0
TEC.0586;Introdução ao Marketing;Graduação;60;80;4;Sim;TEC.0069.0001;Curso 069
LIC.0772;Introdução aos estudos históricos;Graduação;60;80;4;Sim;-;Curso 710
TEC.0786;Introdução aos Processos Industriais;Graduação;30;40;2;Sim;TEC.NCT.UT.0096;-
TEC.1041;Introdução aos Processos Químicos (30h);Graduação;30;40;2;Sim;-;-
TEC.0258;Introdução aos Sistemas Abertos(60H);Graduação;60;80;4;Sim;INF.S063;405x
TEC.0143;Introdução aos Sistemas Abertos (NCT);Graduação;60;80;4;Sim;TEC.405.0013;-
TEC.0249;Introdução à Programação(60H);Graduação;60;80;4;Sim;INF.S057;405x
LIC.0197;Introdução à Relatividade Geral;Graduação;60;80;4;Sim;LIC.601.0043;Curso 601
LIC.0462;Introdução à Robótica;Graduação;60;80;4;Sim;LIC.NEp.0022;-
ENG.0182;Introdução às Atividades de Extensão;Graduação;30;40;2;Sim;-;-
CIV.0098;Introdução às atividades de extensão (30h);Graduação;30;40;2;Sim;-;-
ESA.0055;Introdução às atividades de extensão(30h);Graduação;30;40;2;Sim;-;-
LIC.1091;Introdução as Ciências Humanas e Sociais;Graduação;30;40;2;Sim;-;-
LIC.0606;Introdução ás Equações Diferenciais Ordinárias;Graduação;60;80;4;Sim;SUP.136;Curso 01430x
TEC.0140;Introdução as Redes de Computadores (NCT);Graduação;60;80;4;Sim;TEC.405.0014;-
TEC.0376;Introdução a Tecnologia de Alimentos(30H);Graduação;30;40;2;Sim;TEC.048.0001;Curso 03048
LIC.0144;Introdução a Teoria de Galois(60H);Graduação;60;80;4;Sim;LIC.430.0028;Curso 01430
LIC.0600;Introdução à Teoria dos Números;Graduação;60;80;4;Sim;SUP.135;Curso 01430x
LIC.0750;Introdução à Teoria dos Números;Graduação;60;80;4;Sim;-;Curso 710
LIC.0117;Introdução a Teoria dos Números(60H);Graduação;60;80;4;Sim;LIC.430.0011;Curso 01430
TEC.0171;IPv6 (NCT);Graduação;60;80;4;Sim;TEC.405.0032;-
CIV.0086;Irrigação e Drenagem (30h);Graduação;30;40;2;Sim;-;-
CIV.0030;Isostática (60h);Graduação;60;80;4;Sim;-;-
LIC.1033;Jogos Digitais na Educação;Graduação;60;80;4;Sim;-;-
TEC.1100;Juventude e Campo;Graduação;30;40;2;Sim;-;-
LIC.1128;Laboratório de Eletromagnetismo;Graduação;30;40;2;Sim;-;-
LIC.0167;Laboratório de Eletromagnetismo Básico;Graduação;30;40;2;Sim;LIC.601.0012;Curso 601
ENG.0034;Laboratório de Eletrônica;Graduação;60;80;4;Sim;-;-
LIC.0188;Laboratório de Física Moderna;Graduação;30;40;2;Sim;LIC.601.0020;Curso 601
LIC.0745;Laboratório de Física Moderna(30H);Graduação;30;40;2;Sim;FOR.L019;-
LIC.0159;Laboratório de Fluidos e Termodinâmica;Graduação;30;40;2;Sim;LIC.601.0013;Curso 601
LIC.0762;Laboratório de Matemática;Graduação;45;60;3;Sim;-;Curso 710
LIC.0111;Laboratório de Matemática(45H);Graduação;45;60;3;Sim;LIC.430.0008;Curso 01430
LIC.0590;Laboratório de Matemática I;Graduação;45;60;3;Sim;SUP.137;Curso 01430x
LIC.0595;Laboratório de Matemática II;Graduação;45;60;3;Sim;SUP.138;Curso 01430x
LIC.0155;Laboratório de Mecânica;Graduação;30;40;2;Sim;LIC.601.0011;Curso 601
LIC.0176;Laboratório de Óptica e Ondas;Graduação;30;40;2;Sim;LIC.601.0014;Curso 601
ENG.0101;Laboratório de Sistemas Digitais;Graduação;60;80;4;Sim;-;-
LIC.1034;Laboratório de Sistemas Operacionais;Graduação;60;80;4;Sim;-;-
LIC.0341;Latim I;Graduação;30;40;2;Sim;LIC.NEP.0037;-
LIC.0536;Latim I;Graduação;60;80;4;Sim;-;-
LIC.0342;Latim II;Graduação;60;80;4;Sim;LIC.603.0066;Curso 603
LIC.0649;Latim II;Graduação;45;60;3;Sim;-;Curso 603
LIC.0389;Latin II;Graduação;45;60;3;Sim;-;Curso 603
TEC.1151;Lazer e Animação Turística;Graduação;60;80;4;Sim;-;-
TEC.0842;Lazer e Esporte de Aventura;Graduação;30;40;2;Sim;TEC.505.0034;Curso 505
TEC.0843;Lazer e Meio ambiente;Graduação;30;40;2;Sim;TEC.505.0035;Curso 505
TEC.0816;Lazer e Políticas Públicas;Graduação;60;80;4;Sim;TEC.505.0007;Curso 505
TEC.0231;Legislação Aduaneira;Graduação;100;133;6;Sim;DAGESC.026;502.0
TEC.0124;Legislação Aduaneira (Curso 502);Graduação;45;60;3;Sim;TEC.502.0026;-
TEC.1210;Legislação Ambiental;Graduação;60;80;4;Sim;-;-
TEC.0544;Legislação Ambiental(30H);Graduação;30;40;2;Sim;TEC.304.0007;Curso 01304
TEC.0977;Legislação Aplicada ao Turismo;Graduação;60;80;4;Sim;TEC.208.0008;Curso 208
TEC.1050;Legislação Aplicada ao Turismo;Graduação;30;40;2;Sim;-;-
TEC.0720;Legislação Aplicada à Tecnologia da Informação;Graduação;60;80;4;Sim;TEC.NCT.UT.0089;-
TEC.0437;Legislação da Construção Civil(45H);Graduação;45;60;3;Sim;TEC.102.0005;Curso 01102
LIC.1035;Legislação em Computação;Graduação;30;40;2;Sim;-;-
TEC.0642;Legislação em Produção Cultural;Graduação;60;80;4;Sim;TEC.NCT.UT.0055;Curso 430
ENG.0092;Legislação Energética e Ambiental;Graduação;45;60;3;Sim;-;-
TEC.0457;Legislação Previdenciária e Trabalhista(30H);Graduação;30;40;2;Sim;TEC.NCT.UT.0040;Curso 01102
CIV.0028;Legislação urbana aplicada a Construção Civil (30h);Graduação;30;40;2;Sim;-;-
LIC.0837;Leitura e Escrita de Textos Acadêmicos e de Divulgação Científica;Graduação;30;40;2;Sim;-;-
LIC.0975;Leitura e Escrita de Textos Acadêmicos e de Divulgação Científica II;Graduação;30;40;2;Sim;-;-
CIV.0054;Leitura e interpretação de projetos (30h);Graduação;30;40;2;Sim;-;-
TEC.0244;Leitura e Produção de Textos;Graduação;45;60;3;Sim;FOR.S006;-
TEC.0298;Leitura e Produção de Textos;Graduação;45;60;3;Sim;SUP.112;-
LIC.0550;Leitura e Produção de Textos;Graduação;80;106;5;Sim;FOR.L064;Curso 603X
TEC.0429;Leitura e Produção de Textos(30H);Graduação;30;40;2;Sim;TEC.NFd.0019;Curso 01102
LIC.0800;Leitura e Produção de Textos(45H);Graduação;45;60;3;Sim;DIA/CN.018;-
ENG.0012;Leitura e Produção de Textos  Acadêmicos;Graduação;60;80;4;Sim;-;-
LIC.0038;Leitura e Produção de Textos Acadêmicos;Graduação;30;40;2;Sim;LIC.NFd.0003;NFD
LIC.0368;Leitura e Produção de Textos Acadêmicos;Graduação;60;80;4;Sim;-;-
LIC.0377;Leitura e Produção de Textos Acadêmicos;Graduação;45;60;3;Sim;-;Curso 603
TEC.0479;Leitura e Produção de Textos Acadêmicos(60H);Graduação;60;80;4;Sim;TEC.NFd.0014;-
TEC.1203;Leitura e Produção de textos acadêmicos e de divulgação científica;Graduação;30;40;2;Sim;-;Tecnologia em Processos Químicos
TEC.1018;Leitura e Produção de Textos Acadêmicos e de Divulgação Científica;Graduação;60;80;4;Sim;-;-
LIC.0413;Leitura e Produção de Textos em E/LE;Graduação;60;80;4;Sim;-;Curso 603
LIC.0882;Leitura e Produção de Textos em Língua Espanhola;Graduação;60;80;4;Sim;-;-
TEC.0739;Libras;Graduação;30;40;2;Sim;TEC.809.0031;-
LIC.0023;LIBRAS;Graduação;30;40;2;Sim;-;.
LIC.0248;LIBRAS;Graduação;30;40;2;Sim;SLIC.NI.0004;Curso 119
TEC.0371;LIBRAS;Graduação;30;40;2;Sim;TEC.NCT.UB.0011;Fundamental
LIC.0551;LIBRAS;Graduação;30;40;2;Sim;SUP.069;-
ENG.0121;LIBRAS;Graduação;30;40;2;Sim;-;-
LIC.0853;LIBRAS;Graduação;30;40;2;Sim;-;Curso 106
LIC.1003;LIBRAS;Graduação;60;80;4;Sim;-;-
LIC.0076;LIBRAS I;Graduação;30;40;2;Sim;LIC.NDp.0006;-
LIC.0370;LIBRAS I;Graduação;60;80;4;Sim;-;.
LIC.0090;LIBRAS II;Graduação;60;80;4;Sim;LIC.NDp.0009;NDP
LIC.0828;LIBRAS II;Graduação;30;40;2;Sim;-;-
TEC.0090;LIBRAS (NCT);Graduação;30;40;2;Sim;TEC.NFd.0010;-
TEC.0066;Libras (NFD);Graduação;30;40;2;Sim;TEC.NFd.0010;-
TEC.1211;Licenciamento Ambiental;Graduação;30;40;2;Sim;-;-
TEC.0547;Licenciamento Ambiental(60H);Graduação;60;80;4;Sim;TEC.304.0009;Curso 01304
TEC.0306;Licitações;Graduação;60;80;4;Sim;SUP.049;Curso 01436X
TEC.0056;Licitações e Contratos (NCT);Graduação;60;80;4;Sim;TEC.436.0012;-
LIC.0296;Limnologia;Graduação;30;40;2;Sim;LIC.106.0020;Curso 106
CIV.0094;Limpeza Pública (30h);Graduação;30;40;2;Sim;-;-
LIC.0713;Língua Espanhola;Graduação;60;80;4;Sim;-;Curso 710
TEC.1055;Língua Espanhola;Graduação;30;40;2;Sim;-;-
TEC.0369;Língua Espanhola(30H);Graduação;30;40;2;Sim;TEC.NFd.0016;-
TEC.0414;Língua Espanhola(60H);Graduação;60;80;4;Sim;TEC.NFd.0005;-
TEC.0991;Língua Espanhola Aplicada ao Turismo;Graduação;30;40;2;Sim;TEC.208.0038;Curso 208
LIC.0343;Língua Espanhola I;Graduação;90;120;6;Sim;LIC.603.0038;Curso 603
LIC.0380;Língua Espanhola I;Graduação;60;80;4;Sim;-;Curso 603
LIC.0552;Língua Espanhola I;Graduação;120;160;8;Sim;FOR.L056;Curso 603X
LIC.0344;Língua Espanhola II;Graduação;90;120;6;Sim;LIC.603.0039;Curso 603
LIC.0381;Língua Espanhola II;Graduação;60;80;4;Sim;-;Curso 603
LIC.0553;Língua Espanhola II;Graduação;120;160;8;Sim;FOR.L061;Curso 603X
LIC.0345;Língua Espanhola III;Graduação;60;80;4;Sim;LIC.603.0004;Curso 603
LIC.0554;Língua Espanhola III;Graduação;120;160;8;Sim;FOR.L067;Curso 603X
LIC.0346;Língua Espanhola IV;Graduação;60;80;4;Sim;LIC.603.0005;Curso 603
LIC.0555;Língua Espanhola IV;Graduação;120;160;8;Sim;FOR.L072;Curso 603X
LIC.0347;Língua Espanhola V;Graduação;90;120;6;Sim;LIC.603.0040;Curso 603
LIC.0382;Língua Espanhola V;Graduação;60;80;4;Sim;-;Curso 603
LIC.0556;Língua Espanhola V;Graduação;120;160;8;Sim;FOR.L077;Curso 603X
LIC.0348;Língua Espanhola VI;Graduação;90;120;6;Sim;LIC.603.0041;Curso 603
LIC.0383;Língua Espanhola VI;Graduação;60;80;4;Sim;-;Curso 603
LIC.0557;Língua Espanhola VI;Graduação;120;160;8;Sim;FOR.L083;Curso 603X
TEC.0892;Linguagem de Definição de Dados;Graduação;45;60;3;Sim;INF.S010;Curso 404X
ENG.0019;Linguagem de Programação;Graduação;60;80;4;Sim;-;-
TEC.0893;Linguagem de Programação de Banco de Dados;Graduação;60;80;4;Sim;INF.S022;Curso 404X
LIC.0204;Linguagens de Programação;Graduação;60;80;4;Sim;LIC.601.0031;Curso 601
LIC.0306;Língua Inglesa;Graduação;60;80;4;Sim;LIC.106.0036;Curso 106
TEC.0871;Língua Inglesa;Graduação;30;40;2;Sim;TEC.NFd.0025;-
LIC.0714;Língua Inglesa;Graduação;60;80;4;Sim;-;Curso 710
TEC.1075;Língua Inglesa;Graduação;30;40;2;Sim;-;.
TEC.0992;Língua Inglesa Aplicada ao Turismo;Graduação;30;40;2;Sim;TEC.208.0039;Curso 208
TEC.1052;Língua Inglesa Aplicada ao Turismo;Graduação;60;80;4;Sim;-;-
TEC.0002;Língua Inglesa (NFD);Graduação;60;80;4;Sim;TEC.NFd.0004;Curso 404
LIC.0415;Língua Latina;Graduação;60;80;4;Sim;-;Curso 603
TEC.0242;Língua Portuguesa;Graduação;45;60;3;Sim;FOR.S003;Curso 404X
TEC.0292;Língua Portuguesa;Graduação;45;60;3;Sim;SUP.041;-
LIC.0031;Língua Portuguesa;Graduação;60;80;4;Sim;LIC.NFd.0002;-
LIC.0388;Língua Portuguesa;Graduação;60;80;4;Sim;-;Curso 603
LIC.0558;Língua Portuguesa;Graduação;80;106;5;Sim;FOR.L059;Curso 603X
LIC.0723;Língua Portuguesa(45H);Graduação;45;60;3;Sim;DAGESC.102;-
TEC.0250;Lingua Portuguesa(60H);Graduação;60;80;4;Sim;FOR.S018;405x
TEC.0133;Língua Portuguesa, Leitura e Produção de Texto (NFD);Graduação;60;80;4;Sim;TEC.NFd.0007;-
TEC.0001;Língua Portuguesa  (NFD);Graduação;60;80;4;Sim;TEC.NFd.0001;-
LIC.0947;Linguística Aplicada;Graduação;30;40;2;Sim;-;-
LIC.0349;Linguística I;Graduação;60;80;4;Sim;LIC.603.0010;Curso 603
LIC.0559;Lingüística I;Graduação;80;106;5;Sim;FOR.L058;Curso 603X
LIC.0350;Linguística II;Graduação;60;80;4;Sim;LIC.603.0012;Curso 603
LIC.0560;Lingüística II;Graduação;80;106;5;Sim;FOR.L062;Curso 603X
LIC.0351;Linguística III;Graduação;30;40;2;Sim;LIC.603.0061;Curso 603
LIC.0390;Linguística III;Graduação;45;60;3;Sim;-;Curso 603
LIC.0352;Literatura Espanhola I;Graduação;60;80;4;Sim;LIC.603.0023;Curso 603
LIC.0561;Literatura Espanhola I;Graduação;80;106;5;Sim;FOR.L086;Curso 603X
LIC.0353;Literatura Espanhola II;Graduação;60;80;4;Sim;LIC.603.0024;Curso 603
LIC.0562;Literatura Espanhola II;Graduação;80;106;5;Sim;FOR.L088;Curso 603X
LIC.0563;Literatura Hispano-americana;Graduação;120;160;8;Sim;FOR.L092;Curso 603X
LIC.0354;Literatura Hispano-Americana I;Graduação;45;60;3;Sim;LIC.603.0014;Curso 603
LIC.0531;Literatura Hispano-Americana I;Graduação;60;80;4;Sim;-;-
LIC.0355;Literatura Hispano-Americana II;Graduação;45;60;3;Sim;LIC.603.0015;Curso 603
LIC.0532;Literatura Hispano-Americana II;Graduação;30;40;2;Sim;-;-
TEC.1225;Lodo de esgoto: tratamento e disposição final;Graduação;60;80;4;Sim;-;-
TEC.0716;Lógica Aplicada à Computação;Graduação;60;80;4;Sim;TEC.NCT.UT.0083;-
LIC.0431;Lógica Computacional;Graduação;60;80;4;Sim;LIC.411.0001;Curso 05411
TEC.0894;Lógica Computacional;Graduação;45;60;3;Sim;INF.S007;Curso 404X
LIC.0686;Lógica Computacional(45H);Graduação;45;60;3;Sim;SUP.234;-
LIC.1007;Lógica e Matemática Discreta;Graduação;60;80;4;Sim;-;.
LIC.0098;Lógica Matemática;Graduação;60;80;4;Sim;LIC.NEp.0009;NEP
LIC.0589;Lógica Matemática;Graduação;60;80;4;Sim;SUP.140;Curso 01430x
ENG.0114;Lógica Matemática;Graduação;60;80;4;Sim;-;-
TEC.0219;Logística e Transporte;Graduação;80;106;5;Sim;DAGESC.014;502.0
TEC.0117;Logística e Transporte Internacional (Curso 502);Graduação;45;60;3;Sim;TEC.502.0019;-
ENG.0147;Logística I;Graduação;60;80;4;Sim;-;-
ENG.0148;Logística II;Graduação;60;80;4;Sim;-;-
ENG.0171;Logística Internacional;Graduação;60;80;4;Sim;-;-
TEC.0740;Logística Internacional;Graduação;60;80;4;Sim;TEC.809.0023;Curso 809
ENG.0174;Logística Reversa e Sustentabilidade;Graduação;30;40;2;Sim;-;-
TEC.0741;Logística Reversa e Sustentabilidade;Graduação;30;40;2;Sim;TEC.809.0024;Curso 809
LIC.0970;Malacologia;Graduação;30;40;2;Sim;-;Curso 106
TEC.1218;Manejo agroecológico de solos do semi-árido;Graduação;60;80;4;Sim;-;-
LIC.0719;Manejo agroecológico do solo;Graduação;60;80;4;Sim;-;-
TEC.0346;Manejo Ecológico de Insetos, Doenças e Vegetação Espontânea(60H);Graduação;60;80;4;Sim;TEC.805.0022;Curso 05805
ESA.0030;Manejo e Recuperação. de Áreas Degradadas (60h);Graduação;60;80;4;Sim;-;-
TEC.0561;Manejo e Recuperação de Áreas Degradadas(60H);Graduação;60;80;4;Sim;TEC.304.0020;Curso 01304
ENG.0176;Manufatura Enxuta;Graduação;30;40;2;Sim;-;-
LIC.0463;Manutenção Avançada de Computadores;Graduação;60;80;4;Sim;LIC.NEp.0026;-
LIC.0454;Manutenção Básica de Computadores;Graduação;60;80;4;Sim;LIC.411.0014;Curso 05411
LIC.0703;Manutenção de Computadores(90H);Graduação;90;120;6;Sim;SUP.235;-
TEC.0954;Manutenção de Máquinas;Graduação;30;40;2;Sim;-;Curso 33
CIV.0076;Manutenção de Obras Viárias (30h);Graduação;30;40;2;Sim;-;-
ENG.0053;Manutenção Industrial;Graduação;30;40;2;Sim;-;-
TEC.0473;Manutenção Predial(60H);Graduação;60;80;4;Sim;TEC.102.0027;Curso 01102
CIV.0043;Manutenção Predial e Patologia (60h);Graduação;60;80;4;Sim;-;-
ENG.0094;Máquinas de Elevação e Transporte;Graduação;60;80;4;Sim;-;-
ENG.0038;Máquinas de Fluxo;Graduação;60;80;4;Sim;-;-
TEC.0495;Máquinas Elétricas(75H);Graduação;75;100;5;Sim;TEC.804.0006;Curso 06804
TEC.1092;Máquinas e Mecanização Agrícola;Graduação;30;40;2;Sim;-;-
TEC.0411;Máquinas equipamentos e Instalações Industriais(60H);Graduação;60;80;4;Sim;TEC.048.0018;Curso 03048
LIC.0951;Marcadores do Discurso do Espanhol: Fundamento e Prática;Graduação;30;40;2;Sim;-;-
ESA.0044;Marketing Ambiental (30h);Graduação;30;40;2;Sim;-;-
TEC.0564;Marketing Ambiental(30H);Graduação;30;40;2;Sim;TEC.304.0026;Curso 01304
TEC.1064;Marketing de Moda;Graduação;60;80;4;Sim;-;-
TEC.0599;Marketing de Relacionamento;Graduação;60;80;4;Sim;TEC.0069.0014;Curso 069
TEC.0856;Marketing de Serviços;Graduação;60;80;4;Sim;TEC.NCT.UB.0054;-
TEC.0595;Marketing de Varejo;Graduação;60;80;4;Sim;TEC.0069.0010;Curso 069
TEC.0598;Marketing Digital;Graduação;60;80;4;Sim;TEC.0069.0013;Curso 069
TEC.0641;Marketing e Captação de Recursos;Graduação;60;80;4;Sim;TEC.NCT.UT.0056;Curso 429
TEC.0940;Marketing e Comercialização;Graduação;60;80;4;Sim;-;Curso 33
TEC.0986;Marketing em Organizações Turísticas;Graduação;60;80;4;Sim;TEC.208.0014;Curso 208
TEC.0225;Marketing Internacional;Graduação;80;106;5;Sim;DAGESC.020;502.0
TEC.0120;Marketing Internacional (Curso 502);Graduação;45;60;3;Sim;TEC.502.0022;-
TEC.0309;Marketing no serviço público;Graduação;60;80;4;Sim;SUP.061;Curso 01436X
TEC.0601;Marketing no Serviço Público;Graduação;30;40;2;Sim;TEC.0069.0016;Curso 069
TEC.0060;Marketing no Serviço Público (NCT);Graduação;60;80;4;Sim;TEC.436.0016;-
ENG.0152;Marketing para Engenharia de Produção;Graduação;30;40;2;Sim;-;-
TEC.0594;Marketing Promocional;Graduação;60;80;4;Sim;TEC.0069.0009;Curso 069
TEC.0602;Marketing Social e Ambiental;Graduação;60;80;4;Sim;TEC.0069.0017;Curso 069
TEC.1156;Marketing Turístico;Graduação;60;80;4;Sim;-;-
TEC.0241;Matemática;Graduação;45;60;3;Sim;FOR.S002;Curso 404X
TEC.0293;Matemática;Graduação;45;60;3;Sim;SUP.161;Curso 01436X
LIC.0259;Matemática;Graduação;60;80;4;Sim;LIC.NFd.0010;-
LIC.0466;Matemática;Graduação;60;80;4;Sim;LIC.NFd.0007;-
TEC.0422;Matemática(45H);Graduação;45;60;3;Sim;TEC.NFd.0018;Curso 01102
TEC.0252;Matemática(60H);Graduação;60;80;4;Sim;FOR.S019;405x
LIC.0682;Matemática(60H);Graduação;60;80;4;Sim;SUP.012;-
LIC.0939;Matemática Aplicada;Graduação;60;80;4;Sim;-;-
TEC.1056;Matemática Aplicada;Graduação;60;80;4;Sim;-;MatAplc2020
LIC.0034;Matemática Aplicada à Geografia;Graduação;30;40;2;Sim;LIC.602.0001;Curso 01602
TEC.0623;Matemática Aplicada ao Marketing;Graduação;60;80;4;Sim;TEC.Nfd.0028;-
TEC.0040;Matemática Aplicada e Financeira (NFD);Graduação;60;80;4;Sim;TEC.NFd.0020;-
LIC.0478;Matemática Básica;Graduação;60;80;4;Sim;LIC.NFd.0009;-
LIC.1040;Matemática Básica;Graduação;30;40;2;Sim;-;-
TEC.1069;Matemática Básica;Graduação;60;80;4;Sim;-;.
LIC.0897;Matemática Básica I;Graduação;60;80;4;Sim;-;-
LIC.0898;Matemática Básica II;Graduação;60;80;4;Sim;-;-
ENG.0020;Matemática Computacional;Graduação;60;80;4;Sim;-;-
LIC.0908;Matemática Discreta;Graduação;60;80;4;Sim;-;-
TEC.0006;Matemática Discreta (NCT);Graduação;60;80;4;Sim;TEC.NCT.UB.0019;Curso 404
ENG.0131;Matemática Financeira;Graduação;60;80;4;Sim;-;-
TEC.0216;Matemática Financeira;Graduação;80;106;5;Sim;DAGESC.011;502.0
LIC.0130;Matemática Financeira;Graduação;60;80;4;Sim;LIC.430.0017;Curso 01430
TEC.0617;Matemática Financeira;Graduação;60;80;4;Sim;TEC.NCT.UB.0100;-
TEC.0742;Matemática Financeira;Graduação;60;80;4;Sim;TEC.809.0007;Curso 809
LIC.0610;Matemática Financeira;Graduação;45;60;3;Sim;GECON.S011;Curso 01430x
LIC.0753;Matemática Financeira;Graduação;30;40;2;Sim;-;Curso 710
TEC.0436;Matemática Financeira(45H);Graduação;45;60;3;Sim;TEC.NCT.UT.0038;Curso 01102
TEC.0113;Matemática Financeira (Curso 502);Graduação;45;60;3;Sim;TEC.502.0015;-
LIC.1078;Matemática Financeira e Estatística Básica;Graduação;30;40;2;Sim;-;-
LIC.0896;Matemática Fundamental;Graduação;60;80;4;Sim;-;-
TEC.0180;Matemática (NFD);Graduação;60;80;4;Sim;TEC.NFd.0003;-
TEC.0582;Matemática (NFD);Graduação;30;40;2;Sim;-;Curso 01304
LIC.0577;Matemática para a Educação Básica I;Graduação;60;80;4;Sim;SUP.013;Curso 01430x
LIC.0593;Matemática para a Educação Básica II;Graduação;45;60;3;Sim;SUP.139;Curso 01430x
LIC.0093;Matemática para Educação Básica I(60H);Graduação;60;80;4;Sim;LIC.NFd.0006;-
LIC.0096;Matemática para Educação Básica II(60H);Graduação;60;80;4;Sim;LIC.430.0001;Curso 01430
LIC.0110;Matemática para Educação Básica III(60H);Graduação;60;80;4;Sim;LIC.430.0007;Curso 01430
